"","experiment","trial","trialType","agent","phase","slide","distribution","target1","target2","target3","item_l","item_m","item_r","correctItem","pick","pickPos","correct_item","novelWord","pickCat","correct_target1","correct_target2","workerid","correct_target3"
"126","distribution",6,"statistical","Tiger","test","choice","c(6, 0, 0)","furniture","fruits","mammals","N2_fruits","N3_mammals","N3_furniture",NA,"N3_mammals","item_m",NA,"gazzer","mammals",0,0,"b2316d3264c9b6b43e89037894c9d87c",1
"127","distribution",1,"statistical","Cat","training","1","c(4, 2, 0)","mammals","clothes","furniture","cat","table","shirt","shirt","shirt","item_r",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"128","distribution",1,"statistical","Cat","training","2","c(4, 2, 0)","mammals","clothes","furniture","bear","shoes","drawer","bear","bear","item_l",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"129","distribution",1,"statistical","Cat","training","3","c(4, 2, 0)","mammals","clothes","furniture","horse","lamp","jacket","horse","horse","item_l",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"130","distribution",1,"statistical","Cat","training","4","c(4, 2, 0)","mammals","clothes","furniture","dog","sofa","dress","dog","dog","item_l",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"131","distribution",1,"statistical","Cat","training","5","c(4, 2, 0)","mammals","clothes","furniture","cow","socks","closet","socks","socks","item_m",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"132","distribution",1,"statistical","Cat","training","6","c(4, 2, 0)","mammals","clothes","furniture","chair","pants","monkey","monkey","monkey","item_r",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"133","distribution",1,"statistical","Cat","test","choice","c(4, 2, 0)","mammals","clothes","furniture","N1_furniture","N3_clothes","N2_mammals",NA,"N2_mammals","item_r",NA,"subi","furniture",0,0,"9bf9e44bd6f2a74414483b320f1ed209",1
"134","distribution",2,"statistical","Sheep","training","1","c(2, 2, 2)","clothes","furniture","containers","shirt","bed","plate","plate","plate","item_r",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"135","distribution",2,"statistical","Sheep","training","2","c(2, 2, 2)","clothes","furniture","containers","box","closet","pants","closet","closet","item_m",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"136","distribution",2,"statistical","Sheep","training","3","c(2, 2, 2)","clothes","furniture","containers","lamp","cup","socks","lamp","lamp","item_l",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"137","distribution",2,"statistical","Sheep","training","4","c(2, 2, 2)","clothes","furniture","containers","bowl","jacket","sofa","jacket","jacket","item_m",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"138","distribution",2,"statistical","Sheep","training","5","c(2, 2, 2)","clothes","furniture","containers","dress","drawer","glass","dress","dress","item_l",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"139","distribution",2,"statistical","Sheep","training","6","c(2, 2, 2)","clothes","furniture","containers","shoes","bottle","table","bottle","bottle","item_m",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"140","distribution",2,"statistical","Sheep","test","choice","c(2, 2, 2)","clothes","furniture","containers","N1_containers","N1_clothes","N3_furniture",NA,"N1_clothes","item_m",NA,"modi","clothes",1,0,"9bf9e44bd6f2a74414483b320f1ed209",0
"141","distribution",3,"statistical","Dog","training","1","c(6, 0, 0)","furniture","containers","fruits","melon","glass","lamp","lamp","lamp","item_r",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"142","distribution",3,"statistical","Dog","training","2","c(6, 0, 0)","furniture","containers","fruits","cup","banana","bed","bed","bed","item_r",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"143","distribution",3,"statistical","Dog","training","3","c(6, 0, 0)","furniture","containers","fruits","bowl","chair","apple","chair","chair","item_m",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"144","distribution",3,"statistical","Dog","training","4","c(6, 0, 0)","furniture","containers","fruits","closet","bottle","strawberry","closet","closet","item_l",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"145","distribution",3,"statistical","Dog","training","5","c(6, 0, 0)","furniture","containers","fruits","grapes","drawer","box","drawer","drawer","item_m",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"146","distribution",3,"statistical","Dog","training","6","c(6, 0, 0)","furniture","containers","fruits","orange","plate","sofa","sofa","sofa","item_r",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"147","distribution",3,"statistical","Dog","test","choice","c(6, 0, 0)","furniture","containers","fruits","N2_furniture","N2_fruits","N2_containers",NA,"N2_furniture","item_l",NA,"oskot","containers",0,1,"9bf9e44bd6f2a74414483b320f1ed209",0
"148","distribution",4,"statistical","Bear","training","1","c(6, 0, 0)","containers","fruits","vehicles","banana","bowl","airplane","bowl","bowl","item_m",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"149","distribution",4,"statistical","Bear","training","2","c(6, 0, 0)","containers","fruits","vehicles","glass","bus","apple","glass","glass","item_l",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"150","distribution",4,"statistical","Bear","training","3","c(6, 0, 0)","containers","fruits","vehicles","truck","box","orange","box","box","item_m",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"151","distribution",4,"statistical","Bear","training","4","c(6, 0, 0)","containers","fruits","vehicles","cup","grapes","train","cup","cup","item_l",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"152","distribution",4,"statistical","Bear","training","5","c(6, 0, 0)","containers","fruits","vehicles","strawberry","plate","car","plate","plate","item_m",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"153","distribution",4,"statistical","Bear","training","6","c(6, 0, 0)","containers","fruits","vehicles","bottle","boat","melon","bottle","bottle","item_l",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"154","distribution",4,"statistical","Bear","test","choice","c(6, 0, 0)","containers","fruits","vehicles","N3_containers","N3_vehicles","N1_fruits",NA,"N3_containers","item_l",NA,"kepel","fruits",0,1,"9bf9e44bd6f2a74414483b320f1ed209",0
"155","distribution",5,"statistical","Bunny","training","1","c(2, 2, 2)","fruits","vehicles","mammals","airplane","monkey","grapes","airplane","airplane","item_l",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"156","distribution",5,"statistical","Bunny","training","2","c(2, 2, 2)","fruits","vehicles","mammals","apple","bear","car","bear","bear","item_m",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"157","distribution",5,"statistical","Bunny","training","3","c(2, 2, 2)","fruits","vehicles","mammals","cow","truck","strawberry","strawberry","strawberry","item_r",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"158","distribution",5,"statistical","Bunny","training","4","c(2, 2, 2)","fruits","vehicles","mammals","boat","banana","cat","cat","cat","item_r",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"159","distribution",5,"statistical","Bunny","training","5","c(2, 2, 2)","fruits","vehicles","mammals","horse","melon","train","train","train","item_r",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"160","distribution",5,"statistical","Bunny","training","6","c(2, 2, 2)","fruits","vehicles","mammals","dog","bus","orange","orange","orange","item_r",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"161","distribution",5,"statistical","Bunny","test","choice","c(2, 2, 2)","fruits","vehicles","mammals","N2_vehicles","N3_mammals","N3_fruits",NA,"N3_fruits","item_r",NA,"toma","vehicles",0,1,"9bf9e44bd6f2a74414483b320f1ed209",0
"162","distribution",6,"statistical","Frog","training","1","c(4, 2, 0)","vehicles","mammals","clothes","horse","airplane","table","airplane","airplane","item_m",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"163","distribution",6,"statistical","Frog","training","2","c(4, 2, 0)","vehicles","mammals","clothes","truck","monkey","bed","truck","truck","item_l",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"164","distribution",6,"statistical","Frog","training","3","c(4, 2, 0)","vehicles","mammals","clothes","dog","bus","lamp","bus","bus","item_m",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"165","distribution",6,"statistical","Frog","training","4","c(4, 2, 0)","vehicles","mammals","clothes","car","closet","bear","car","car","item_l",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"166","distribution",6,"statistical","Frog","training","5","c(4, 2, 0)","vehicles","mammals","clothes","train","chair","cow","cow","cow","item_r",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"167","distribution",6,"statistical","Frog","training","6","c(4, 2, 0)","vehicles","mammals","clothes","drawer","cat","boat","cat","cat","item_m",1,NA,NA,NA,NA,"9bf9e44bd6f2a74414483b320f1ed209",NA
"168","distribution",6,"statistical","Frog","test","choice","c(4, 2, 0)","vehicles","mammals","clothes","N2_clothes","N1_vehicles","N1_mammals",NA,"N1_mammals","item_r",NA,"ticon","clothes",0,0,"9bf9e44bd6f2a74414483b320f1ed209",1
"169","distribution",1,"preference","Mouse","training","1","c(4, 2, 0)","fruits","clothes","vehicles","dress","grapes","bus","grapes","grapes","item_m",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"170","distribution",1,"preference","Mouse","training","2","c(4, 2, 0)","fruits","clothes","vehicles","pants","airplane","apple","pants","pants","item_l",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"171","distribution",1,"preference","Mouse","training","3","c(4, 2, 0)","fruits","clothes","vehicles","banana","jacket","truck","banana","banana","item_l",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"172","distribution",1,"preference","Mouse","training","4","c(4, 2, 0)","fruits","clothes","vehicles","car","orange","shirt","orange","orange","item_m",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"173","distribution",1,"preference","Mouse","training","5","c(4, 2, 0)","fruits","clothes","vehicles","boat","shoes","melon","melon","melon","item_r",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"174","distribution",1,"preference","Mouse","training","6","c(4, 2, 0)","fruits","clothes","vehicles","socks","strawberry","train","socks","socks","item_l",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"175","distribution",1,"preference","Mouse","test","choice","c(4, 2, 0)","fruits","clothes","vehicles","N3_clothes","N1_fruits","N1_vehicles",NA,"N3_clothes","item_l",NA,"wiso","vehicles",0,0,"0bde956ea40c23464cb37baed7de6632",1
"176","distribution",2,"preference","Elephant","training","1","c(6, 0, 0)","clothes","vehicles","containers","bowl","socks","airplane","socks","socks","item_m",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"177","distribution",2,"preference","Elephant","training","2","c(6, 0, 0)","clothes","vehicles","containers","shirt","bus","plate","shirt","shirt","item_l",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"178","distribution",2,"preference","Elephant","training","3","c(6, 0, 0)","clothes","vehicles","containers","dress","train","cup","dress","dress","item_l",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"179","distribution",2,"preference","Elephant","training","4","c(6, 0, 0)","clothes","vehicles","containers","boat","bottle","pants","pants","pants","item_r",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"180","distribution",2,"preference","Elephant","training","5","c(6, 0, 0)","clothes","vehicles","containers","truck","jacket","glass","jacket","jacket","item_m",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"181","distribution",2,"preference","Elephant","training","6","c(6, 0, 0)","clothes","vehicles","containers","shoes","box","car","shoes","shoes","item_l",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"182","distribution",2,"preference","Elephant","test","choice","c(6, 0, 0)","clothes","vehicles","containers","N1_clothes","N3_containers","N2_vehicles",NA,"N3_containers","item_m",NA,"glipsa","containers",0,0,"0bde956ea40c23464cb37baed7de6632",1
"183","distribution",3,"preference","Bunny","training","1","c(4, 2, 0)","vehicles","containers","mammals","truck","bear","bowl","bowl","bowl","item_r",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"184","distribution",3,"preference","Bunny","training","2","c(4, 2, 0)","vehicles","containers","mammals","cat","bottle","airplane","airplane","airplane","item_r",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"185","distribution",3,"preference","Bunny","training","3","c(4, 2, 0)","vehicles","containers","mammals","glass","cow","train","train","train","item_r",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"186","distribution",3,"preference","Bunny","training","4","c(4, 2, 0)","vehicles","containers","mammals","car","horse","plate","car","car","item_l",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"187","distribution",3,"preference","Bunny","training","5","c(4, 2, 0)","vehicles","containers","mammals","cup","bus","monkey","bus","bus","item_m",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"188","distribution",3,"preference","Bunny","training","6","c(4, 2, 0)","vehicles","containers","mammals","dog","boat","box","box","box","item_r",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"189","distribution",3,"preference","Bunny","test","choice","c(4, 2, 0)","vehicles","containers","mammals","N3_vehicles","N2_containers","N1_mammals",NA,"N2_containers","item_m",NA,"tuta","containers",0,1,"0bde956ea40c23464cb37baed7de6632",0
"190","distribution",4,"preference","Monkey","training","1","c(2, 2, 2)","containers","mammals","furniture","drawer","plate","horse","drawer","drawer","item_l",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"191","distribution",4,"preference","Monkey","training","2","c(2, 2, 2)","containers","mammals","furniture","bear","bed","glass","bed","bed","item_m",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"192","distribution",4,"preference","Monkey","training","3","c(2, 2, 2)","containers","mammals","furniture","monkey","closet","box","box","box","item_r",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"193","distribution",4,"preference","Monkey","training","4","c(2, 2, 2)","containers","mammals","furniture","bottle","cow","table","cow","cow","item_m",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"194","distribution",4,"preference","Monkey","training","5","c(2, 2, 2)","containers","mammals","furniture","cat","cup","sofa","cup","cup","item_m",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"195","distribution",4,"preference","Monkey","training","6","c(2, 2, 2)","containers","mammals","furniture","bowl","dog","lamp","dog","dog","item_m",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"196","distribution",4,"preference","Monkey","test","choice","c(2, 2, 2)","containers","mammals","furniture","N3_mammals","N3_furniture","N1_containers",NA,"N1_containers","item_r",NA,"toma","mammals",0,1,"0bde956ea40c23464cb37baed7de6632",0
"197","distribution",5,"preference","Dog","training","1","c(2, 2, 2)","mammals","furniture","fruits","monkey","banana","chair","banana","banana","item_m",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"198","distribution",5,"preference","Dog","training","2","c(2, 2, 2)","mammals","furniture","fruits","horse","grapes","sofa","grapes","grapes","item_m",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"199","distribution",5,"preference","Dog","training","3","c(2, 2, 2)","mammals","furniture","fruits","orange","bed","cow","bed","bed","item_m",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"200","distribution",5,"preference","Dog","training","4","c(2, 2, 2)","mammals","furniture","fruits","closet","melon","dog","dog","dog","item_r",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"201","distribution",5,"preference","Dog","training","5","c(2, 2, 2)","mammals","furniture","fruits","drawer","strawberry","cat","cat","cat","item_r",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"202","distribution",5,"preference","Dog","training","6","c(2, 2, 2)","mammals","furniture","fruits","bear","table","apple","table","table","item_m",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"203","distribution",5,"preference","Dog","test","choice","c(2, 2, 2)","mammals","furniture","fruits","N3_fruits","N1_furniture","N2_mammals",NA,"N1_furniture","item_m",NA,"urbe","furniture",0,1,"0bde956ea40c23464cb37baed7de6632",0
"204","distribution",6,"preference","Cat","training","1","c(6, 0, 0)","furniture","fruits","clothes","closet","bus","apple","closet","closet","item_l",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"205","distribution",6,"preference","Cat","training","2","c(6, 0, 0)","furniture","fruits","clothes","sofa","airplane","orange","sofa","sofa","item_l",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"206","distribution",6,"preference","Cat","training","3","c(6, 0, 0)","furniture","fruits","clothes","melon","drawer","car","drawer","drawer","item_m",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"207","distribution",6,"preference","Cat","training","4","c(6, 0, 0)","furniture","fruits","clothes","strawberry","train","chair","chair","chair","item_r",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"208","distribution",6,"preference","Cat","training","5","c(6, 0, 0)","furniture","fruits","clothes","table","boat","banana","table","table","item_l",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"209","distribution",6,"preference","Cat","training","6","c(6, 0, 0)","furniture","fruits","clothes","truck","grapes","lamp","lamp","lamp","item_r",1,NA,NA,NA,NA,"0bde956ea40c23464cb37baed7de6632",NA
"210","distribution",6,"preference","Cat","test","choice","c(6, 0, 0)","furniture","fruits","clothes","N2_furniture","N2_clothes","N2_fruits",NA,"N2_fruits","item_r",NA,"kepel","furniture",1,0,"0bde956ea40c23464cb37baed7de6632",0
"211","distribution",1,"statistical","Monkey","training","1","c(4, 2, 0)","clothes","fruits","containers","melon","shoes","glass","shoes","shoes","item_m",1,NA,NA,NA,NA,"cd113e11a6370b9505ed4b7d1e17ec0a",NA
"212","distribution",1,"statistical","Monkey","training","2","c(4, 2, 0)","clothes","fruits","containers","pants","orange","box","pants","pants","item_l",1,NA,NA,NA,NA,"cd113e11a6370b9505ed4b7d1e17ec0a",NA
"213","distribution",1,"statistical","Monkey","training","3","c(4, 2, 0)","clothes","fruits","containers","plate","apple","jacket","jacket","jacket","item_r",1,NA,NA,NA,NA,"cd113e11a6370b9505ed4b7d1e17ec0a",NA
"214","distribution",1,"statistical","Monkey","training","4","c(4, 2, 0)","clothes","fruits","containers","cup","banana","dress","dress","dress","item_r",1,NA,NA,NA,NA,"cd113e11a6370b9505ed4b7d1e17ec0a",NA
"215","distribution",1,"statistical","Monkey","training","5","c(4, 2, 0)","clothes","fruits","containers","bowl","grapes","shirt","grapes","grapes","item_m",1,NA,NA,NA,NA,"cd113e11a6370b9505ed4b7d1e17ec0a",NA
